event_type,duration,engagement_level,text_data,location,time_of_day,overloaded
Break,15,5,Networking with professionals,Outdoor,Morning,0
Social Interaction,45,3,Lunch meeting with potential clients,Outdoor,Morning,0
Social Interaction,120,5,Presentation preparation,Gym,Morning,1
Meeting,75,4,Public speaking event,Gym,Morning,1
Social Interaction,20,2,Intense workout session,Home,Morning,0
Exercise,12,3,Outdoor adventure,Home,Morning,0
Casual Lunch,12,3,Chat with close friends,Outdoor,Morning,0
Exercise,15,2,Deep work session,Outdoor,Evening,0
Casual Lunch,120,4,Client negotiation meeting,Gym,Evening,1
Commute,30,2,Daily long commute,Home,Evening,0
Social Interaction,90,1,Casual dinner conversation,Home,Morning,0
Meeting,90,1,Went for a long walk,Gym,Evening,0
Exercise,30,5,Relaxing with family,Gym,Evening,0
Break,60,5,Team-building activity,Outdoor,Morning,1
Meeting,45,5,Meditation and relaxation,Office,Afternoon,1
Social Interaction,120,5,Daily long commute,Office,Morning,1
Meeting,60,4,Daily long commute,Office,Evening,1
Commute,15,3,Board meeting with executives,Gym,Evening,0
Commute,12,5,Deep work session,Home,Afternoon,0
Exercise,12,5,Outdoor adventure,Gym,Evening,0
Social Interaction,12,5,Chat with close friends,Gym,Afternoon,0
Meeting,90,3,Late-night project work,Gym,Morning,0
Exercise,75,3,Presentation preparation,Office,Afternoon,0
Break,120,4,Gym session with trainer,Outdoor,Morning,1
Meeting,75,5,Client negotiation meeting,Gym,Evening,1
Meeting,75,5,Lunch meeting with potential clients,Home,Afternoon,1
Casual Lunch,45,5,Lunch meeting with potential clients,Office,Morning,1
Exercise,15,1,Quick coffee break,Home,Morning,0
Social Interaction,75,2,Quick coffee break,Home,Afternoon,0
Commute,20,3,Customer support call,Outdoor,Afternoon,0
Casual Lunch,60,5,Presentation preparation,Outdoor,Morning,1
Social Interaction,12,4,Discuss project details,Home,Evening,0
Social Interaction,120,5,Daily long commute,Home,Afternoon,1
Social Interaction,20,5,Brainstorming new ideas,Home,Afternoon,0
Break,90,5,Coding session,Home,Morning,1
Meeting,75,2,Presentation preparation,Gym,Afternoon,0
Casual Lunch,15,1,Casual online chat,Home,Evening,0
Social Interaction,90,5,Customer support call,Gym,Morning,1
Meeting,75,4,Public speaking event,Office,Morning,1
Social Interaction,60,4,Strategic planning,Home,Evening,1
Meeting,60,5,Gym session with trainer,Gym,Morning,1
Meeting,20,2,Quick coffee break,Home,Afternoon,0
Break,20,1,Intense workout session,Gym,Morning,0
Break,30,4,Chat with close friends,Home,Evening,0
Commute,60,3,Coding session,Home,Evening,0
Casual Lunch,60,4,Social gathering,Office,Afternoon,1
Exercise,30,3,Presentation preparation,Office,Afternoon,0
Exercise,120,1,Focused reading session,Gym,Morning,0
Exercise,15,5,Gym session with trainer,Gym,Afternoon,0
Casual Lunch,30,1,Deep work session,Office,Morning,0
Meeting,45,5,Client negotiation meeting,Gym,Evening,1
Meeting,60,2,Focused reading session,Outdoor,Evening,0
Meeting,90,1,Meditation and relaxation,Home,Evening,0
Social Interaction,60,4,Stressful work deadline,Outdoor,Morning,1
Commute,60,4,Meditation and relaxation,Outdoor,Evening,1
Meeting,90,5,Social gathering,Home,Morning,1
Commute,20,1,Relaxing with family,Home,Morning,0
Commute,20,4,Engaging lecture,Home,Morning,0
Meeting,75,1,Lunch meeting with potential clients,Office,Morning,0
Meeting,90,2,Board meeting with executives,Outdoor,Morning,0
Casual Lunch,20,3,Gym session with trainer,Outdoor,Morning,0
Commute,45,4,Late-night project work,Home,Afternoon,1
Exercise,45,5,Daily long commute,Outdoor,Morning,1
Meeting,120,4,Solo reflection time,Outdoor,Morning,1
Commute,90,4,Quick coffee break,Gym,Morning,1
Social Interaction,60,5,Quick coffee break,Outdoor,Morning,1
Casual Lunch,120,4,Solo reflection time,Outdoor,Afternoon,1
Meeting,15,1,Engaging lecture,Outdoor,Morning,0
Meeting,75,5,Late-night project work,Office,Morning,1
Meeting,45,5,Customer support call,Office,Evening,1
Meeting,12,2,Public speaking event,Outdoor,Morning,0
Break,60,3,Casual dinner conversation,Home,Afternoon,0
Break,45,1,Team-building activity,Home,Morning,0
Break,30,4,Deep work session,Office,Evening,0
Exercise,75,4,Outdoor adventure,Office,Morning,1
Exercise,20,2,Client negotiation meeting,Home,Evening,0
Casual Lunch,60,5,Gym session with trainer,Gym,Evening,1
Commute,120,5,Social gathering,Office,Evening,1
Break,12,2,Brainstorming new ideas,Home,Afternoon,0
Casual Lunch,45,3,Chat with close friends,Outdoor,Evening,0
Commute,12,1,Customer support call,Office,Morning,0
Meeting,90,3,Quick coffee break,Gym,Afternoon,0
Casual Lunch,75,1,Intense workout session,Home,Morning,0
Break,12,4,Discuss project details,Home,Evening,0
Social Interaction,30,2,Lunch meeting with potential clients,Home,Morning,0
Social Interaction,30,4,Coding session,Home,Afternoon,0
Casual Lunch,90,2,Coding session,Office,Evening,0
Break,90,1,Brainstorming new ideas,Office,Morning,0
Casual Lunch,120,5,Daily long commute,Office,Morning,1
Break,45,5,Quick coffee break,Office,Evening,1
Exercise,12,2,Presentation preparation,Office,Morning,0
Meeting,12,3,Quick coffee break,Home,Morning,0
Casual Lunch,45,5,Quick coffee break,Gym,Afternoon,1
Break,90,2,Focused reading session,Office,Evening,0
Exercise,30,1,Daily long commute,Gym,Evening,0
Meeting,90,2,Casual online chat,Office,Morning,0
Break,30,3,Relaxing with family,Gym,Afternoon,0
Social Interaction,90,5,Coding session,Outdoor,Afternoon,1
Exercise,20,2,Client negotiation meeting,Office,Morning,0
Casual Lunch,75,5,Public speaking event,Gym,Morning,1
Break,60,4,Social gathering,Gym,Evening,1
Meeting,12,1,Engaging lecture,Outdoor,Afternoon,0
Exercise,90,5,Outdoor adventure,Outdoor,Evening,1
Commute,120,5,Brainstorming new ideas,Gym,Morning,1
Casual Lunch,90,4,Casual online chat,Home,Morning,1
Break,120,4,Customer support call,Outdoor,Morning,1
Social Interaction,120,4,Went for a long walk,Outdoor,Morning,1
Commute,75,4,Chat with close friends,Outdoor,Morning,1
Social Interaction,120,4,Late-night project work,Office,Morning,1
Casual Lunch,60,1,Stressful work deadline,Office,Morning,0
Commute,75,5,Outdoor adventure,Office,Evening,1
Social Interaction,45,5,Strategic planning,Home,Morning,1
Social Interaction,120,1,Networking with professionals,Outdoor,Afternoon,0
Break,120,4,Discuss project details,Home,Morning,1
Meeting,75,1,Client negotiation meeting,Home,Evening,0
Meeting,45,5,Client negotiation meeting,Outdoor,Evening,1
Exercise,45,3,Went for a long walk,Outdoor,Afternoon,0
Exercise,15,5,Brainstorming new ideas,Office,Morning,0
Commute,90,4,Outdoor adventure,Office,Evening,1
Meeting,20,1,Gym session with trainer,Outdoor,Afternoon,0
Casual Lunch,90,5,Solo reflection time,Office,Evening,1
Commute,75,4,Quick coffee break,Office,Morning,1
Social Interaction,90,4,Went for a long walk,Outdoor,Afternoon,1
Meeting,120,5,Relaxing with family,Gym,Afternoon,1
Meeting,20,2,Outdoor adventure,Outdoor,Evening,0
Meeting,45,1,Intense workout session,Home,Evening,0
Break,15,5,Networking with professionals,Home,Evening,0
Social Interaction,75,1,Presentation preparation,Outdoor,Morning,0
Meeting,45,4,Outdoor adventure,Outdoor,Afternoon,1
Social Interaction,45,4,Engaging lecture,Home,Afternoon,1
Social Interaction,90,5,Board meeting with executives,Gym,Evening,1
Break,120,5,Meditation and relaxation,Office,Afternoon,1
Meeting,120,5,Focused reading session,Home,Afternoon,1
Meeting,45,4,Quick coffee break,Home,Afternoon,1
Exercise,90,4,Casual dinner conversation,Gym,Morning,1
Social Interaction,60,5,Social gathering,Home,Afternoon,1
Meeting,60,4,Gym session with trainer,Gym,Morning,1
Exercise,30,2,Went for a long walk,Gym,Evening,0
Commute,120,4,Engaging lecture,Office,Morning,1
Social Interaction,75,4,Late-night project work,Office,Morning,1
Exercise,45,1,Discuss project details,Outdoor,Evening,0
Meeting,90,5,Team-building activity,Outdoor,Morning,1
Break,90,4,Solo reflection time,Outdoor,Afternoon,1
Break,30,4,Quick coffee break,Home,Afternoon,0
Break,120,4,Brainstorming new ideas,Outdoor,Morning,1
Break,60,2,Discuss project details,Outdoor,Afternoon,0
Meeting,15,5,Gym session with trainer,Gym,Evening,0
Commute,90,5,Gym session with trainer,Outdoor,Afternoon,1
Casual Lunch,12,3,Team-building activity,Home,Morning,0
Break,120,4,Relaxing with family,Outdoor,Evening,1
Social Interaction,90,1,Lunch meeting with potential clients,Home,Afternoon,0
Meeting,45,4,Social gathering,Gym,Morning,1
Exercise,75,3,Brainstorming new ideas,Outdoor,Morning,0
Social Interaction,60,5,Daily long commute,Gym,Evening,1
Casual Lunch,75,5,Social gathering,Office,Morning,1
Commute,75,4,Stressful work deadline,Gym,Morning,1
Break,75,5,Outdoor adventure,Gym,Morning,1
Social Interaction,20,5,Stressful work deadline,Outdoor,Morning,0
Meeting,60,1,Stressful work deadline,Gym,Morning,0
Break,60,4,Social gathering,Home,Morning,1
Social Interaction,60,5,Relaxing with family,Outdoor,Morning,1
Break,45,4,Gym session with trainer,Office,Evening,1
Exercise,60,4,Networking with professionals,Gym,Morning,1
Casual Lunch,60,5,Relaxing with family,Office,Morning,1
Casual Lunch,75,1,Discuss project details,Outdoor,Morning,0
Social Interaction,75,4,Gym session with trainer,Gym,Morning,1
Commute,90,4,Casual online chat,Home,Morning,1
Break,75,5,Discuss project details,Home,Morning,1
Exercise,15,4,Stressful work deadline,Outdoor,Evening,0
Exercise,60,5,Meditation and relaxation,Office,Evening,1
Social Interaction,75,5,Solo reflection time,Office,Afternoon,1
Social Interaction,90,5,Team-building activity,Office,Afternoon,1
Exercise,90,4,Solo reflection time,Home,Morning,1
Exercise,45,5,Lunch meeting with potential clients,Home,Afternoon,1
Meeting,12,1,Outdoor adventure,Home,Morning,0
Commute,45,1,Public speaking event,Home,Morning,0
Meeting,120,5,Deep work session,Home,Morning,1
Commute,90,4,Went for a long walk,Gym,Morning,1
Casual Lunch,75,2,Client negotiation meeting,Gym,Afternoon,0
Social Interaction,45,4,Client negotiation meeting,Gym,Evening,1
Exercise,120,4,Coding session,Office,Afternoon,1
Social Interaction,90,2,Quick coffee break,Home,Evening,0
Break,90,4,Casual online chat,Gym,Afternoon,1
Casual Lunch,60,4,Late-night project work,Gym,Morning,1
Social Interaction,120,2,Deep work session,Outdoor,Morning,0
Exercise,60,4,Focused reading session,Office,Evening,1
Meeting,30,3,Coding session,Outdoor,Afternoon,0
Social Interaction,15,1,Lunch meeting with potential clients,Outdoor,Evening,0
Break,75,5,Client negotiation meeting,Home,Afternoon,1
Commute,90,5,Client negotiation meeting,Home,Morning,1
Exercise,12,5,Deep work session,Office,Evening,0
Social Interaction,45,5,Lunch meeting with potential clients,Gym,Afternoon,1
Casual Lunch,60,4,Meditation and relaxation,Outdoor,Morning,1
Exercise,15,2,Brainstorming new ideas,Gym,Afternoon,0
Exercise,75,4,Focused reading session,Office,Evening,1
Meeting,15,4,Presentation preparation,Home,Afternoon,0
Casual Lunch,60,5,Stressful work deadline,Gym,Evening,1
Meeting,75,4,Client negotiation meeting,Outdoor,Morning,1
Break,60,4,Coding session,Office,Evening,1
Social Interaction,75,5,Networking with professionals,Home,Afternoon,1
Commute,120,4,Late-night project work,Gym,Morning,1
Social Interaction,45,4,Presentation preparation,Home,Evening,1
Exercise,75,5,Casual dinner conversation,Gym,Morning,1
Exercise,60,4,Engaging lecture,Home,Morning,1
Break,12,1,Meditation and relaxation,Office,Morning,0
Meeting,15,3,Team-building activity,Outdoor,Evening,0
Commute,120,3,Strategic planning,Home,Morning,0
Meeting,20,3,Public speaking event,Home,Morning,0
Meeting,60,1,Outdoor adventure,Home,Morning,0
Meeting,120,5,Daily long commute,Office,Evening,1
Casual Lunch,30,5,Social gathering,Home,Afternoon,0
Break,15,2,Late-night project work,Gym,Afternoon,0
Meeting,120,1,Board meeting with executives,Gym,Morning,0
Exercise,45,5,Relaxing with family,Outdoor,Afternoon,1
Break,120,5,Gym session with trainer,Home,Morning,1
Break,75,4,Relaxing with family,Outdoor,Evening,1
Meeting,30,5,Team-building activity,Office,Evening,0
Meeting,90,2,Team-building activity,Outdoor,Morning,0
Meeting,60,4,Outdoor adventure,Office,Morning,1
Exercise,120,5,Discuss project details,Gym,Evening,1
Social Interaction,15,3,Coding session,Outdoor,Evening,0
Social Interaction,90,1,Team-building activity,Home,Morning,0
Casual Lunch,75,4,Stressful work deadline,Outdoor,Morning,1
Exercise,75,4,Relaxing with family,Home,Morning,1
Casual Lunch,75,5,Presentation preparation,Office,Afternoon,1
Meeting,12,3,Public speaking event,Home,Morning,0
Meeting,60,5,Engaging lecture,Outdoor,Morning,1
Break,12,1,Engaging lecture,Gym,Morning,0
Break,120,5,Late-night project work,Home,Afternoon,1
Exercise,45,4,Presentation preparation,Office,Morning,1
Meeting,120,5,Presentation preparation,Gym,Morning,1
Casual Lunch,120,4,Chat with close friends,Office,Morning,1
Break,45,4,Went for a long walk,Gym,Morning,1
Exercise,120,4,Customer support call,Gym,Afternoon,1
Meeting,12,1,Gym session with trainer,Gym,Afternoon,0
Social Interaction,75,4,Daily long commute,Outdoor,Morning,1
Break,15,3,Discuss project details,Outdoor,Evening,0
Commute,120,5,Deep work session,Office,Evening,1
Break,20,2,Quick coffee break,Outdoor,Morning,0
Commute,45,4,Lunch meeting with potential clients,Outdoor,Morning,1
Casual Lunch,120,4,Engaging lecture,Home,Evening,1
Commute,20,1,Went for a long walk,Office,Morning,0
Casual Lunch,15,3,Coding session,Gym,Evening,0
Casual Lunch,45,4,Deep work session,Office,Afternoon,1
Exercise,12,4,Team-building activity,Office,Evening,0
Casual Lunch,75,5,Quick coffee break,Outdoor,Morning,1
Break,45,3,Chat with close friends,Home,Afternoon,0
Exercise,90,3,Intense workout session,Outdoor,Morning,0
Exercise,75,5,Relaxing with family,Home,Morning,1
Break,30,1,Went for a long walk,Gym,Morning,0
Commute,75,5,Client negotiation meeting,Office,Afternoon,1
Meeting,60,5,Relaxing with family,Office,Morning,1
Commute,12,5,Outdoor adventure,Home,Afternoon,0
Exercise,75,5,Lunch meeting with potential clients,Gym,Evening,1
Commute,60,5,Late-night project work,Outdoor,Afternoon,1
Social Interaction,90,5,Engaging lecture,Outdoor,Morning,1
Casual Lunch,90,5,Went for a long walk,Gym,Afternoon,1
Meeting,75,2,Daily long commute,Gym,Afternoon,0
Casual Lunch,60,2,Team-building activity,Office,Morning,0
Social Interaction,60,4,Team-building activity,Gym,Afternoon,1
Break,15,5,Engaging lecture,Office,Morning,0
Break,45,4,Focused reading session,Gym,Afternoon,1
Meeting,12,4,Networking with professionals,Outdoor,Morning,0
Break,45,5,Relaxing with family,Office,Morning,1
Break,90,5,Intense workout session,Gym,Evening,1
Commute,12,1,Casual dinner conversation,Home,Morning,0
Exercise,30,1,Deep work session,Home,Afternoon,0
Meeting,120,1,Brainstorming new ideas,Office,Morning,0
Social Interaction,45,5,Outdoor adventure,Gym,Morning,1
Commute,60,4,Strategic planning,Home,Evening,1
Social Interaction,60,1,Lunch meeting with potential clients,Outdoor,Afternoon,0
Social Interaction,60,2,Strategic planning,Outdoor,Afternoon,0
Break,120,4,Stressful work deadline,Gym,Morning,1
Commute,75,1,Team-building activity,Outdoor,Evening,0
Casual Lunch,90,2,Went for a long walk,Gym,Evening,0
Meeting,75,5,Stressful work deadline,Office,Morning,1
Casual Lunch,20,5,Stressful work deadline,Gym,Morning,0
Social Interaction,60,3,Team-building activity,Gym,Morning,0
Commute,120,4,Stressful work deadline,Outdoor,Morning,1
Break,120,2,Coding session,Home,Morning,0
Casual Lunch,45,2,Client negotiation meeting,Office,Afternoon,0
Break,90,5,Quick coffee break,Office,Afternoon,1
Commute,120,4,Solo reflection time,Home,Morning,1
Exercise,75,4,Discuss project details,Home,Evening,1
Exercise,75,2,Customer support call,Gym,Evening,0
Break,75,5,Networking with professionals,Outdoor,Evening,1
Commute,120,4,Intense workout session,Gym,Afternoon,1
Casual Lunch,75,3,Engaging lecture,Home,Afternoon,0
Break,12,5,Casual dinner conversation,Office,Morning,0
Break,30,3,Social gathering,Outdoor,Evening,0
Meeting,45,1,Engaging lecture,Home,Afternoon,0
Social Interaction,75,2,Gym session with trainer,Outdoor,Morning,0
Social Interaction,60,3,Quick coffee break,Outdoor,Morning,0
Exercise,75,3,Gym session with trainer,Office,Evening,0
Meeting,45,3,Presentation preparation,Office,Afternoon,0
Break,60,4,Quick coffee break,Gym,Afternoon,1
Break,90,3,Late-night project work,Home,Morning,0
Exercise,45,5,Coding session,Gym,Evening,1
Commute,45,4,Engaging lecture,Office,Evening,1
Social Interaction,20,3,Lunch meeting with potential clients,Office,Afternoon,0
Casual Lunch,90,4,Casual online chat,Outdoor,Afternoon,1
Meeting,15,4,Strategic planning,Gym,Afternoon,0
Exercise,45,4,Late-night project work,Home,Morning,1
Casual Lunch,45,5,Customer support call,Gym,Evening,1
Exercise,20,1,Public speaking event,Office,Evening,0
Break,90,5,Team-building activity,Office,Morning,1
Commute,30,2,Gym session with trainer,Home,Morning,0
Casual Lunch,15,1,Coding session,Home,Morning,0
Exercise,120,5,Board meeting with executives,Outdoor,Afternoon,1
Exercise,120,5,Public speaking event,Home,Morning,1
Commute,45,5,Gym session with trainer,Outdoor,Evening,1
Casual Lunch,75,5,Stressful work deadline,Home,Afternoon,1
Meeting,45,3,Engaging lecture,Outdoor,Morning,0
Exercise,12,2,Stressful work deadline,Office,Morning,0
Meeting,75,4,Solo reflection time,Outdoor,Evening,1
Exercise,90,5,Team-building activity,Outdoor,Afternoon,1
Commute,90,2,Focused reading session,Office,Evening,0
